Name,Al Concentration (%),Fe Concentration (%),Ni Concentration (%),SIPFENN_Krajewski2022_NN30_endmembers,SIPFENN_Krajewski2022_NN30_dilute,Formation_H
6599_t1_dilute.POSCAR,50.0,22.727272727272727,27.27272727272727,,-0.3617536127567291,-0.3617536127567291
8476_t1_dilute.POSCAR,18.181818181818183,40.909090909090914,40.909090909090914,,0.06026466563344,0.06026466563344
7805_t1_dilute.POSCAR,50.0,4.545454545454546,45.45454545454545,,-0.3862572014331817,-0.3862572014331817
8448_t1_dilute.POSCAR,36.36363636363637,13.636363636363637,50.0,,-0.070972241461277,-0.070972241461277
8675_t1_dilute.POSCAR,22.727272727272727,0.0,77.27272727272727,,-0.1252796500921249,-0.1252796500921249
8070_t1_dilute.POSCAR,31.818181818181817,0.0,68.18181818181817,,-0.2189714163541793,-0.2189714163541793
1801_t1_dilute.POSCAR,22.727272727272727,40.909090909090914,36.36363636363637,,0.0587880201637744,0.0587880201637744
4874_t1_dilute.POSCAR,54.54545454545454,22.727272727272727,22.727272727272727,,-0.3932658731937408,-0.3932658731937408
8273_t1_dilute.POSCAR,4.545454545454546,50.0,45.45454545454545,,0.171313002705574,0.171313002705574
5733_t1_dilute.POSCAR,31.818181818181817,13.636363636363637,54.54545454545454,,-0.0561204962432384,-0.0561204962432384
4892_t1_dilute.POSCAR,50.0,9.090909090909092,40.909090909090914,,-0.391224592924118,-0.391224592924118
6179_t1_dilute.POSCAR,59.09090909090909,31.818181818181817,9.090909090909092,,-0.3031301200389862,-0.3031301200389862
3331_t1_dilute.POSCAR,31.818181818181817,50.0,18.181818181818183,,0.204098954796791,0.204098954796791
6344_t1_dilute.POSCAR,36.36363636363637,31.818181818181817,31.818181818181817,,-0.3607337772846222,-0.3607337772846222
54_t1_dilute.POSCAR,59.09090909090909,36.36363636363637,4.545454545454546,,-0.3238702118396759,-0.3238702118396759
8096_t1_dilute.POSCAR,18.181818181818183,4.545454545454546,77.27272727272727,,0.0730321630835533,0.0730321630835533
3132_t1_dilute.POSCAR,36.36363636363637,31.818181818181817,31.818181818181817,,-0.3720619976520538,-0.3720619976520538
5530_t1_dilute.POSCAR,31.818181818181817,27.27272727272727,40.909090909090914,,-0.0537581853568553,-0.0537581853568553
8295_t1_dilute.POSCAR,4.545454545454546,54.54545454545454,40.909090909090914,,0.1698091775178909,0.1698091775178909
6147_t1_dilute.POSCAR,31.818181818181817,4.545454545454546,63.63636363636363,,-0.0512093715369701,-0.0512093715369701
6742_t1_dilute.POSCAR,36.36363636363637,13.636363636363637,50.0,,-0.014217953197658,-0.014217953197658
5108_t1_dilute.POSCAR,36.36363636363637,13.636363636363637,50.0,,-0.0028526587411761,-0.0028526587411761
8490_t1_dilute.POSCAR,18.181818181818183,22.727272727272727,59.09090909090909,,-0.023743849247694,-0.023743849247694
5335_t1_dilute.POSCAR,22.727272727272727,59.09090909090909,18.181818181818183,,0.0898431167006492,0.0898431167006492
2896_t1_dilute.POSCAR,9.090909090909092,22.727272727272727,68.18181818181817,,0.0420431680977344,0.0420431680977344
3737_t1_dilute.POSCAR,22.727272727272727,45.45454545454545,31.818181818181817,,0.1168247088789939,0.1168247088789939
3709_t1_dilute.POSCAR,40.909090909090914,40.909090909090914,18.181818181818183,,-0.0120015544816851,-0.0120015544816851
8693_t1_dilute.POSCAR,4.545454545454546,36.36363636363637,59.09090909090909,,0.093563936650753,0.093563936650753
6541_t1_dilute.POSCAR,40.909090909090914,18.181818181818183,40.909090909090914,,-0.0190726332366466,-0.0190726332366466
3534_t1_dilute.POSCAR,36.36363636363637,22.727272727272727,40.909090909090914,,0.0197422690689563,0.0197422690689563
5136_t1_dilute.POSCAR,18.181818181818183,40.909090909090914,40.909090909090914,,0.01733173802495,0.01733173802495
8597_t1_dilute.POSCAR,4.545454545454546,36.36363636363637,59.09090909090909,,0.1152659282088279,0.1152659282088279
