Name,Al Concentration (%),Fe Concentration (%),Ni Concentration (%)
668_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545
123_t1_endmembers.POSCAR,9.090909090909092,72.72727272727273,18.181818181818183
354_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183
24_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637
547_t1_endmembers.POSCAR,54.54545454545454,0.0,45.45454545454545
93_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183
60_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637
503_t1_endmembers.POSCAR,36.36363636363637,36.36363636363637,27.27272727272727
369_t1_endmembers.POSCAR,0.0,63.63636363636363,36.36363636363637
310_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183
194_t1_endmembers.POSCAR,27.27272727272727,54.54545454545454,18.181818181818183
167_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183
589_t1_endmembers.POSCAR,36.36363636363637,36.36363636363637,27.27272727272727
19_t1_endmembers.POSCAR,81.81818181818183,0.0,18.181818181818183
231_t1_endmembers.POSCAR,9.090909090909092,36.36363636363637,54.54545454545454
422_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637
655_t1_endmembers.POSCAR,54.54545454545454,0.0,45.45454545454545
248_t1_endmembers.POSCAR,54.54545454545454,45.45454545454545,0.0
328_t1_endmembers.POSCAR,54.54545454545454,45.45454545454545,0.0
542_t1_endmembers.POSCAR,54.54545454545454,18.181818181818183,27.27272727272727
21_t1_endmembers.POSCAR,63.63636363636363,0.0,36.36363636363637
58_t1_endmembers.POSCAR,63.63636363636363,18.181818181818183,18.181818181818183
126_t1_endmembers.POSCAR,9.090909090909092,54.54545454545454,36.36363636363637
351_t1_endmembers.POSCAR,18.181818181818183,27.27272727272727,54.54545454545454
270_t1_endmembers.POSCAR,36.36363636363637,9.090909090909092,54.54545454545454
283_t1_endmembers.POSCAR,36.36363636363637,63.63636363636363,0.0
209_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637
614_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727
490_t1_endmembers.POSCAR,72.72727272727273,18.181818181818183,9.090909090909092
463_t1_endmembers.POSCAR,36.36363636363637,27.27272727272727,36.36363636363637
647_t1_endmembers.POSCAR,0.0,36.36363636363637,63.63636363636363
430_t1_endmembers.POSCAR,36.36363636363637,9.090909090909092,54.54545454545454
223_t1_endmembers.POSCAR,45.45454545454545,0.0,54.54545454545454
449_t1_endmembers.POSCAR,0.0,63.63636363636363,36.36363636363637
3_t1_endmembers.POSCAR,81.81818181818183,0.0,18.181818181818183
175_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183
302_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183
186_t1_endmembers.POSCAR,27.27272727272727,18.181818181818183,54.54545454545454
568_t1_endmembers.POSCAR,72.72727272727273,18.181818181818183,9.090909090909092
72_t1_endmembers.POSCAR,27.27272727272727,18.181818181818183,54.54545454545454
511_t1_endmembers.POSCAR,54.54545454545454,0.0,45.45454545454545
81_t1_endmembers.POSCAR,27.27272727272727,0.0,72.72727272727273
388_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183
471_t1_endmembers.POSCAR,18.181818181818183,27.27272727272727,54.54545454545454
606_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727
482_t1_endmembers.POSCAR,0.0,45.45454545454545,54.54545454545454
408_t1_endmembers.POSCAR,54.54545454545454,9.090909090909092,36.36363636363637
291_t1_endmembers.POSCAR,36.36363636363637,27.27272727272727,36.36363636363637
262_t1_endmembers.POSCAR,72.72727272727273,9.090909090909092,18.181818181818183
529_t1_endmembers.POSCAR,36.36363636363637,36.36363636363637,27.27272727272727
343_t1_endmembers.POSCAR,54.54545454545454,27.27272727272727,18.181818181818183
134_t1_endmembers.POSCAR,9.090909090909092,54.54545454545454,36.36363636363637
727_t1_endmembers.POSCAR,18.181818181818183,0.0,81.81818181818183
550_t1_endmembers.POSCAR,54.54545454545454,18.181818181818183,27.27272727272727
33_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183
109_t1_endmembers.POSCAR,63.63636363636363,36.36363636363637,0.0
514_t1_endmembers.POSCAR,72.72727272727273,18.181818181818183,9.090909090909092
77_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637
84_t1_endmembers.POSCAR,63.63636363636363,18.181818181818183,18.181818181818183
170_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637
183_t1_endmembers.POSCAR,45.45454545454545,0.0,54.54545454545454
307_t1_endmembers.POSCAR,54.54545454545454,27.27272727272727,18.181818181818183
6_t1_endmembers.POSCAR,63.63636363636363,18.181818181818183,18.181818181818183
226_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637
642_t1_endmembers.POSCAR,18.181818181818183,18.181818181818183,63.63636363636363
435_t1_endmembers.POSCAR,36.36363636363637,27.27272727272727,36.36363636363637
722_t1_endmembers.POSCAR,18.181818181818183,18.181818181818183,63.63636363636363
36_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637
555_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545
148_t1_endmembers.POSCAR,27.27272727272727,54.54545454545454,18.181818181818183
346_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183
131_t1_endmembers.POSCAR,9.090909090909092,72.72727272727273,18.181818181818183
294_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637
267_t1_endmembers.POSCAR,36.36363636363637,27.27272727272727,36.36363636363637
689_t1_endmembers.POSCAR,0.0,72.72727272727273,27.27272727272727
474_t1_endmembers.POSCAR,0.0,45.45454545454545,54.54545454545454
487_t1_endmembers.POSCAR,90.9090909090909,0.0,9.090909090909092
603_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545
147_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637
330_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183
39_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183
40_t1_endmembers.POSCAR,45.45454545454545,54.54545454545454,0.0
523_t1_endmembers.POSCAR,54.54545454545454,36.36363636363637,9.090909090909092
349_t1_endmembers.POSCAR,36.36363636363637,27.27272727272727,36.36363636363637
675_t1_endmembers.POSCAR,18.181818181818183,0.0,81.81818181818183
402_t1_endmembers.POSCAR,0.0,45.45454545454545,54.54545454545454
686_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727
268_t1_endmembers.POSCAR,54.54545454545454,9.090909090909092,36.36363636363637
211_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637
488_t1_endmembers.POSCAR,72.72727272727273,18.181818181818183,9.090909090909092
78_t1_endmembers.POSCAR,27.27272727272727,18.181818181818183,54.54545454545454
371_t1_endmembers.POSCAR,18.181818181818183,63.63636363636363,18.181818181818183
106_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637
382_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183
308_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183
715_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545
591_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545
562_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545
9_t1_endmembers.POSCAR,63.63636363636363,0.0,36.36363636363637
229_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637
443_t1_endmembers.POSCAR,18.181818181818183,63.63636363636363,18.181818181818183
634_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727
250_t1_endmembers.POSCAR,72.72727272727273,9.090909090909092,18.181818181818183
609_t1_endmembers.POSCAR,0.0,72.72727272727273,27.27272727272727
214_t1_endmembers.POSCAR,27.27272727272727,18.181818181818183,54.54545454545454
670_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545
683_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545
407_t1_endmembers.POSCAR,54.54545454545454,27.27272727272727,18.181818181818183
526_t1_endmembers.POSCAR,36.36363636363637,54.54545454545454,9.090909090909092
45_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637
728_t1_endmembers.POSCAR,0.0,18.181818181818183,81.81818181818183
142_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637
335_t1_endmembers.POSCAR,36.36363636363637,63.63636363636363,0.0
255_t1_endmembers.POSCAR,54.54545454545454,27.27272727272727,18.181818181818183
648_t1_endmembers.POSCAR,0.0,18.181818181818183,81.81818181818183
446_t1_endmembers.POSCAR,0.0,81.81818181818183,18.181818181818183
631_t1_endmembers.POSCAR,36.36363636363637,36.36363636363637,27.27272727272727
594_t1_endmembers.POSCAR,18.181818181818183,18.181818181818183,63.63636363636363
710_t1_endmembers.POSCAR,18.181818181818183,18.181818181818183,63.63636363636363
567_t1_endmembers.POSCAR,18.181818181818183,0.0,81.81818181818183
189_t1_endmembers.POSCAR,27.27272727272727,0.0,72.72727272727273
374_t1_endmembers.POSCAR,0.0,81.81818181818183,18.181818181818183
387_t1_endmembers.POSCAR,18.181818181818183,27.27272727272727,54.54545454545454
103_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183
355_t1_endmembers.POSCAR,36.36363636363637,63.63636363636363,0.0
122_t1_endmembers.POSCAR,9.090909090909092,90.9090909090909,0.0
25_t1_endmembers.POSCAR,63.63636363636363,0.0,36.36363636363637
546_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545
467_t1_endmembers.POSCAR,18.181818181818183,27.27272727272727,54.54545454545454
610_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727
494_t1_endmembers.POSCAR,54.54545454545454,18.181818181818183,27.27272727272727
287_t1_endmembers.POSCAR,18.181818181818183,63.63636363636363,18.181818181818183
274_t1_endmembers.POSCAR,54.54545454545454,45.45454545454545,0.0
669_t1_endmembers.POSCAR,36.36363636363637,0.0,63.63636363636363
709_t1_endmembers.POSCAR,36.36363636363637,0.0,63.63636363636363
163_t1_endmembers.POSCAR,81.81818181818183,0.0,18.181818181818183
314_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637
190_t1_endmembers.POSCAR,63.63636363636363,18.181818181818183,18.181818181818183
507_t1_endmembers.POSCAR,54.54545454545454,0.0,45.45454545454545
64_t1_endmembers.POSCAR,63.63636363636363,18.181818181818183,18.181818181818183
97_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183
651_t1_endmembers.POSCAR,54.54545454545454,0.0,45.45454545454545
426_t1_endmembers.POSCAR,36.36363636363637,9.090909090909092,54.54545454545454
628_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545
235_t1_endmembers.POSCAR,45.45454545454545,0.0,54.54545454545454
282_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183
271_t1_endmembers.POSCAR,72.72727272727273,27.27272727272727,0.0
208_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637
462_t1_endmembers.POSCAR,36.36363636363637,9.090909090909092,54.54545454545454
491_t1_endmembers.POSCAR,54.54545454545454,36.36363636363637,9.090909090909092
615_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545
329_t1_endmembers.POSCAR,36.36363636363637,63.63636363636363,0.0
543_t1_endmembers.POSCAR,54.54545454545454,0.0,45.45454545454545
20_t1_endmembers.POSCAR,63.63636363636363,18.181818181818183,18.181818181818183
59_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183
350_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637
127_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183
230_t1_endmembers.POSCAR,9.090909090909092,54.54545454545454,36.36363636363637
654_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545
423_t1_endmembers.POSCAR,18.181818181818183,27.27272727272727,54.54545454545454
249_t1_endmembers.POSCAR,54.54545454545454,27.27272727272727,18.181818181818183
61_t1_endmembers.POSCAR,63.63636363636363,0.0,36.36363636363637
502_t1_endmembers.POSCAR,54.54545454545454,18.181818181818183,27.27272727272727
92_t1_endmembers.POSCAR,45.45454545454545,54.54545454545454,0.0
368_t1_endmembers.POSCAR,0.0,81.81818181818183,18.181818181818183
166_t1_endmembers.POSCAR,63.63636363636363,18.181818181818183,18.181818181818183
195_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637
311_t1_endmembers.POSCAR,18.181818181818183,63.63636363636363,18.181818181818183
18_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637
588_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545
455_t1_endmembers.POSCAR,0.0,63.63636363636363,36.36363636363637
622_t1_endmembers.POSCAR,54.54545454545454,18.181818181818183,27.27272727272727
246_t1_endmembers.POSCAR,72.72727272727273,9.090909090909092,18.181818181818183
367_t1_endmembers.POSCAR,18.181818181818183,63.63636363636363,18.181818181818183
110_t1_endmembers.POSCAR,45.45454545454545,54.54545454545454,0.0
394_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637
703_t1_endmembers.POSCAR,54.54545454545454,0.0,45.45454545454545
587_t1_endmembers.POSCAR,36.36363636363637,36.36363636363637,27.27272727272727
17_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183
574_t1_endmembers.POSCAR,54.54545454545454,18.181818181818183,27.27272727272727
169_t1_endmembers.POSCAR,63.63636363636363,0.0,36.36363636363637
663_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545
414_t1_endmembers.POSCAR,36.36363636363637,9.090909090909092,54.54545454545454
690_t1_endmembers.POSCAR,0.0,54.54545454545454,45.45454545454545
207_t1_endmembers.POSCAR,9.090909090909092,36.36363636363637,54.54545454545454
151_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637
326_t1_endmembers.POSCAR,54.54545454545454,45.45454545454545,0.0
128_t1_endmembers.POSCAR,27.27272727272727,54.54545454545454,18.181818181818183
535_t1_endmembers.POSCAR,36.36363636363637,36.36363636363637,27.27272727272727
56_t1_endmembers.POSCAR,63.63636363636363,18.181818181818183,18.181818181818183
582_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727
706_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545
571_t1_endmembers.POSCAR,54.54545454545454,36.36363636363637,9.090909090909092
12_t1_endmembers.POSCAR,63.63636363636363,18.181818181818183,18.181818181818183
98_t1_endmembers.POSCAR,27.27272727272727,54.54545454545454,18.181818181818183
508_t1_endmembers.POSCAR,54.54545454545454,18.181818181818183,27.27272727272727
362_t1_endmembers.POSCAR,18.181818181818183,81.81818181818183,0.0
391_t1_endmembers.POSCAR,18.181818181818183,63.63636363636363,18.181818181818183
115_t1_endmembers.POSCAR,45.45454545454545,36.36363636363637,18.181818181818183
429_t1_endmembers.POSCAR,18.181818181818183,27.27272727272727,54.54545454545454
243_t1_endmembers.POSCAR,9.090909090909092,0.0,90.9090909090909
450_t1_endmembers.POSCAR,0.0,45.45454545454545,54.54545454545454
627_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545
53_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637
530_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727
154_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637
323_t1_endmembers.POSCAR,18.181818181818183,27.27272727272727,54.54545454545454
549_t1_endmembers.POSCAR,36.36363636363637,0.0,63.63636363636363
202_t1_endmembers.POSCAR,27.27272727272727,54.54545454545454,18.181818181818183
468_t1_endmembers.POSCAR,18.181818181818183,9.090909090909092,72.72727272727273
666_t1_endmembers.POSCAR,18.181818181818183,18.181818181818183,63.63636363636363
695_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545
411_t1_endmembers.POSCAR,36.36363636363637,27.27272727272727,36.36363636363637
288_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637
228_t1_endmembers.POSCAR,27.27272727272727,18.181818181818183,54.54545454545454
635_t1_endmembers.POSCAR,0.0,72.72727272727273,27.27272727272727
442_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183
251_t1_endmembers.POSCAR,54.54545454545454,27.27272727272727,18.181818181818183
8_t1_endmembers.POSCAR,63.63636363636363,18.181818181818183,18.181818181818183
79_t1_endmembers.POSCAR,45.45454545454545,0.0,54.54545454545454
383_t1_endmembers.POSCAR,18.181818181818183,63.63636363636363,18.181818181818183
107_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637
370_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183
309_t1_endmembers.POSCAR,36.36363636363637,27.27272727272727,36.36363636363637
563_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545
590_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727
714_t1_endmembers.POSCAR,18.181818181818183,18.181818181818183,63.63636363636363
687_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545
403_t1_endmembers.POSCAR,18.181818181818183,27.27272727272727,54.54545454545454
674_t1_endmembers.POSCAR,18.181818181818183,18.181818181818183,63.63636363636363
269_t1_endmembers.POSCAR,36.36363636363637,27.27272727272727,36.36363636363637
210_t1_endmembers.POSCAR,27.27272727272727,18.181818181818183,54.54545454545454
489_t1_endmembers.POSCAR,72.72727272727273,0.0,27.27272727272727
331_t1_endmembers.POSCAR,54.54545454545454,27.27272727272727,18.181818181818183
146_t1_endmembers.POSCAR,27.27272727272727,54.54545454545454,18.181818181818183
38_t1_endmembers.POSCAR,45.45454545454545,54.54545454545454,0.0
41_t1_endmembers.POSCAR,27.27272727272727,72.72727272727273,0.0
522_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545
348_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637
566_t1_endmembers.POSCAR,18.181818181818183,18.181818181818183,63.63636363636363
711_t1_endmembers.POSCAR,18.181818181818183,0.0,81.81818181818183
595_t1_endmembers.POSCAR,54.54545454545454,36.36363636363637,9.090909090909092
188_t1_endmembers.POSCAR,27.27272727272727,18.181818181818183,54.54545454545454
102_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637
386_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637
375_t1_endmembers.POSCAR,0.0,63.63636363636363,36.36363636363637
254_t1_endmembers.POSCAR,54.54545454545454,45.45454545454545,0.0
649_t1_endmembers.POSCAR,72.72727272727273,0.0,27.27272727272727
630_t1_endmembers.POSCAR,18.181818181818183,18.181818181818183,63.63636363636363
447_t1_endmembers.POSCAR,0.0,63.63636363636363,36.36363636363637
527_t1_endmembers.POSCAR,18.181818181818183,72.72727272727273,9.090909090909092
44_t1_endmembers.POSCAR,27.27272727272727,54.54545454545454,18.181818181818183
729_t1_endmembers.POSCAR,0.0,0.0,100.0
334_t1_endmembers.POSCAR,54.54545454545454,45.45454545454545,0.0
143_t1_endmembers.POSCAR,27.27272727272727,36.36363636363637,36.36363636363637
608_t1_endmembers.POSCAR,0.0,90.9090909090909,9.090909090909092
215_t1_endmembers.POSCAR,9.090909090909092,36.36363636363637,54.54545454545454
406_t1_endmembers.POSCAR,72.72727272727273,9.090909090909092,18.181818181818183
682_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545
671_t1_endmembers.POSCAR,18.181818181818183,36.36363636363637,45.45454545454545
528_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727
135_t1_endmembers.POSCAR,9.090909090909092,36.36363636363637,54.54545454545454
342_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637
551_t1_endmembers.POSCAR,36.36363636363637,36.36363636363637,27.27272727272727
32_t1_endmembers.POSCAR,45.45454545454545,54.54545454545454,0.0
726_t1_endmembers.POSCAR,0.0,18.181818181818183,81.81818181818183
483_t1_endmembers.POSCAR,0.0,27.27272727272727,72.72727272727273
607_t1_endmembers.POSCAR,18.181818181818183,72.72727272727273,9.090909090909092
470_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637
409_t1_endmembers.POSCAR,54.54545454545454,27.27272727272727,18.181818181818183
263_t1_endmembers.POSCAR,54.54545454545454,27.27272727272727,18.181818181818183
290_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183
187_t1_endmembers.POSCAR,45.45454545454545,0.0,54.54545454545454
303_t1_endmembers.POSCAR,36.36363636363637,27.27272727272727,36.36363636363637
174_t1_endmembers.POSCAR,45.45454545454545,18.181818181818183,36.36363636363637
569_t1_endmembers.POSCAR,54.54545454545454,36.36363636363637,9.090909090909092
80_t1_endmembers.POSCAR,27.27272727272727,18.181818181818183,54.54545454545454
73_t1_endmembers.POSCAR,63.63636363636363,0.0,36.36363636363637
510_t1_endmembers.POSCAR,36.36363636363637,18.181818181818183,45.45454545454545
389_t1_endmembers.POSCAR,18.181818181818183,63.63636363636363,18.181818181818183
2_t1_endmembers.POSCAR,81.81818181818183,18.181818181818183,0.0
431_t1_endmembers.POSCAR,18.181818181818183,27.27272727272727,54.54545454545454
646_t1_endmembers.POSCAR,18.181818181818183,18.181818181818183,63.63636363636363
222_t1_endmembers.POSCAR,27.27272727272727,18.181818181818183,54.54545454545454
448_t1_endmembers.POSCAR,18.181818181818183,45.45454545454545,36.36363636363637
266_t1_endmembers.POSCAR,36.36363636363637,45.45454545454545,18.181818181818183
295_t1_endmembers.POSCAR,36.36363636363637,27.27272727272727,36.36363636363637
688_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727
602_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727
486_t1_endmembers.POSCAR,0.0,9.090909090909092,90.9090909090909
475_t1_endmembers.POSCAR,18.181818181818183,27.27272727272727,54.54545454545454
37_t1_endmembers.POSCAR,63.63636363636363,36.36363636363637,0.0
554_t1_endmembers.POSCAR,18.181818181818183,54.54545454545454,27.27272727272727
723_t1_endmembers.POSCAR,18.181818181818183,0.0,81.81818181818183
149_t1_endmembers.POSCAR,9.090909090909092,72.72727272727273,18.181818181818183
130_t1_endmembers.POSCAR,27.27272727272727,54.54545454545454,18.181818181818183
